Name,Duration,LastRun,E1,E2,E3,Verdict,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,Cycle,LastRunFeature,DurationFeature
209,1002,2015-3-11,1,1,1,1,1,0,0.06334198492151774,34,1.4078947368421053,0.06336405529953917
7970,949,2015-3-12,1,0,1,1,1,2,0.05981072443808816,35,1.4078947368421053,0.059854865194131045
205,5951,2015-3-13,1,0,1,1,1,2,0.390998817027738,36,1.4078947368421053,0.39104295778378095
9264,5737,2015-3-14,1,0,1,1,1,2,0.37685170471599827,37,1.4078947368421053,0.3768737750940198
3648,7382,2015-3-14,1,0,1,1,1,2,0.4857910906298003,37,1.4097744360902256,0.4857910906298003
9758,9006,2015-1-23,1,1,0,1,2,1,0.5932738315941875,37,1.5037593984962405,0.5933179723502304
1491,4997,2014-12-19,1,1,1,1,1,0,0.32787753588643465,37,1.475563909774436,0.32787753588643465
1492,5537,2015-1-23,0,0,0,0,0,0,0.36363154828115907,37,1.3439849624060152,0.36363154828115896
1501,5143,2014-10-15,0,0,0,0,0,0,0.33752229108180154,38,1.5977443609022557,0.3375443614598231
4746,5397,2015-3-16,1,0,1,1,1,2,0.3543399191341349,39,1.1240601503759398,0.35436198951215636
7936,963,2015-3-16,1,1,1,1,1,0,0.06073768031498842,40,1.4097744360902256,0.060781821071031306
7976,310,2015-3-8,1,1,1,1,1,0,0.017545950527040624,41,1.4248120300751879,0.017545950527040628
1318,1424,2015-3-18,0,0,0,0,0,0,0.0912830834966541,42,1.3909774436090225,0.09130515387467557
2569,1994,2015-3-19,1,1,0,1,2,1,0.129045500291329,43,1.4078947368421053,0.129045500291329
4745,2538,2015-3-12,1,1,1,1,1,0,0.16506435722231041,44,1.4229323308270678,0.1650643572223105
2602,1633,2015-3-13,0,0,1,1,1,1,0.10514328089411515,45,1.4078947368421053,0.10514328089411516
9806,1301,2015-3-22,1,1,1,1,1,0,0.08316118438476612,46,1.3928571428571428,0.08316118438476613
124,12272,2015-3-9,1,1,1,1,1,0,0.8095193954482051,47,1.4342105263157894,0.8095635362042481
168,1894,2015-3-24,0,0,0,0,0,0,0.12240231650687709,48,1.3815789473684212,0.12242438688489857
4038,2141,2015-3-25,1,0,0,0,3,1,0.1387343962427388,49,1.4078947368421053,0.13877853699878173
4037,2239,2015-3-25,1,0,0,0,3,1,0.14526722813708348,49,1.4097744360902256,0.14526722813708354
7901,5529,2014-5-21,1,1,1,1,1,0,0.3631018592086446,50,1.988721804511278,0.3631018592086446
8370,3896,2015-1-14,0,0,0,0,0,0,0.25493493652559274,51,0.962406015037594,0.25497907728163566
4698,1228,2015-1-15,0,0,0,0,0,0,0.07832777159807193,52,1.4078947368421053,0.07832777159807193
4815,932,2015-3-30,0,0,0,0,0,0,0.05872927591503785,53,1.2706766917293233,0.05872927591503787
4814,1115,2015-3-31,0,1,0,1,2,2,0.07084591344880554,54,1.4078947368421053,0.07084591344880554
4821,1592,2015-3-31,0,0,0,0,0,0,0.10238448364143579,54,1.4097744360902256,0.10242862439747868
4822,1823,2015-3-31,0,0,0,0,0,0,0.11767925561029006,54,1.4097744360902256,0.11772339636633296
4824,2567,2015-3-31,0,0,0,0,0,0,0.16696240973215382,54,1.4097744360902256,0.1669844801101753
4823,2324,2015-3-31,0,0,0,0,0,0,0.15087310415452793,54,1.4097744360902256,0.1508951745325494
4819,1126,2015-3-31,0,0,0,0,0,0,0.07153009516747001,54,1.4097744360902256,0.0715742359235129
7955,2815,2014-12-29,1,1,1,1,1,0,0.18336070060207987,54,1.5827067669172932,0.1834048413581228
4820,1336,2015-3-31,0,0,0,0,0,0,0.08545650369899532,54,1.236842105263158,0.08547857407701678
4828,2634,2014-12-29,1,1,1,1,1,0,0.17142062609248365,54,1.5827067669172932,0.1714206260924837
4826,2965,2015-3-31,0,0,0,0,0,0,0.19331444108974694,54,1.236842105263158,0.19333651146776842
4825,2764,2015-3-31,0,0,0,0,0,0,0.18002807352084318,54,1.4097744360902256,0.18002807352084327
4838,2814,2015-4-1,1,0,1,1,1,2,0.18333863022405839,55,1.4078947368421053,0.18333863022405847
4724,1478,2014-5-4,0,1,1,1,1,1,0.09483641435810512,56,2.0338345864661656,0.094880555114148
4725,1902,2014-5-5,0,1,1,1,1,1,0.1229099352013701,57,1.4078947368421053,0.12295407595741299
4721,525,2014-5-7,0,1,1,1,1,1,0.03173720359482316,58,1.406015037593985,0.03178134435086604
4722,892,2014-5-7,0,1,0,1,2,2,0.05605876017444427,59,1.4097744360902256,0.0560808305524657
4720,466,2014-5-8,0,1,0,1,2,2,0.027830746685029217,60,1.4078947368421053,0.02787488744107209
4719,156,2014-7-4,1,1,1,1,1,0,0.007305295125094902,60,1.3026315789473684,0.007349435881137773
8767,254,2015-4-7,0,0,0,0,0,0,0.013838127019439584,61,0.8890977443609023,0.013838127019439588
201,17297,2015-4-7,0,1,1,1,1,1,1.1422524144993553,62,1.4097744360902256,1.142274484877377
8852,13642,2015-4-8,1,1,1,1,1,0,0.9002727898723446,63,1.4078947368421053,0.9002727898723449
9254,3015,2015-4-8,0,1,1,1,1,1,0.1966029274149407,63,1.4097744360902256,0.19664706817098362
9260,3060,2015-4-8,1,0,1,1,1,2,0.1996044988258558,63,1.4097744360902256,0.19962656920387734
159,3258,2015-4-8,1,1,1,1,1,0,0.21269223299256665,63,1.4097744360902256,0.21273637374860957
4734,3576,2015-4-8,1,1,1,1,1,0,0.23376944400303679,63,1.4097744360902256,0.2337915143810583
773,2117,2015-4-8,1,1,1,1,1,0,0.13716739940321693,63,1.4097744360902256,0.13718946978123842
4731,4776,2015-4-8,1,1,1,1,1,0,0.31324487525822337,63,1.4097744360902256,0.3132448752582234
354,4836,2015-4-10,1,1,1,1,1,0,0.31721754330208163,64,1.406015037593985,0.31721754330208174
361,5056,2015-4-11,1,1,1,1,1,0,0.3317398520401857,65,1.4078947368421053,0.3317839927962286
9755,5203,2015-4-12,1,0,1,1,1,2,0.34151702950368135,66,1.4078947368421053,0.3415170295036813
2565,4719,2015-4-13,1,0,1,1,1,2,0.30944877023853656,67,1.4078947368421053,0.3094708406165581
8765,1662,2015-4-14,1,1,0,1,2,1,0.10701926302593708,68,1.4078947368421053,0.10706340378197997
358,14777,2015-4-14,1,0,1,1,1,2,0.9754224270353298,69,1.4097744360902256,0.9754224270353302
357,15413,2015-4-15,1,0,1,1,1,2,1.0174885675441847,70,1.4078947368421053,1.017532708300228
356,15522,2015-4-15,1,0,1,1,1,2,1.0247276515352155,70,1.4097744360902256,1.0247497219132369
737,4477,2015-4-15,0,0,0,0,0,0,0.2934256757949749,70,1.4097744360902256,0.29344774617299646
4488,18764,2015-4-11,0,0,0,0,0,0,1.2393620777936682,71,1.4172932330827068,1.2394062185497114
4489,12441,2015-4-12,0,0,0,0,0,0,0.8207090771050725,72,1.4078947368421053,0.8207532178611155
7876,1166,2014-10-18,0,0,0,0,0,0,0.07417854053004219,73,1.7406015037593985,0.07422268128608507
567,9086,2015-4-14,1,0,0,0,3,1,0.5985927926973532,74,1.0751879699248121,0.5986148630753747
2544,10364,2015-4-15,0,0,0,0,0,0,0.6832106220315342,75,1.4078947368421053,0.6832326924095555
564,3298,2015-4-15,1,0,1,1,1,2,0.21534067835513881,75,1.4097744360902256,0.21538481911118174
8864,735,2015-4-22,1,0,0,0,3,1,0.04564154174832705,76,1.3966165413533835,0.04568568250436993
8870,9019,2014-12-10,1,1,1,1,1,0,0.5941345763370234,77,1.6597744360902256,0.5941787170930664
123,1379,2013-11-27,1,1,1,1,1,0,0.0883035824637604,78,2.1203007518796992,0.08832565284178187
8863,3914,2015-4-24,0,0,0,0,0,0,0.256170877694793,79,0.44548872180451127,0.2561708776947932
7983,3849,2015-4-25,0,0,0,0,0,0,0.25184508360259195,80,1.4078947368421053,0.2518671539806134
4808,8834,2015-4-25,1,0,0,0,3,1,0.58192965729117,80,1.4097744360902256,0.5819296572911701
4841,5716,2015-4-25,1,1,0,1,2,1,0.37546127090064785,80,1.4097744360902256,0.37548334127866945
7833,13217,2015-4-25,1,1,0,1,2,1,0.8721109875169942,80,1.4097744360902256,0.8721330578950157
4810,34820,2015-4-25,1,0,0,0,3,1,2.3024921870861794,80,1.4097744360902256,2.3024921870861803
4809,35600,2015-4-25,1,0,0,0,3,1,2.354136871656337,80,1.4097744360902256,2.354136871656338
4845,12699,2015-4-25,1,0,1,1,1,2,0.8378356904497055,80,1.4097744360902256,0.837835690449706
8780,27175,2015-4-25,1,1,1,1,1,0,1.7963080671645741,80,1.4097744360902256,1.7963080671645746
8824,75561,2015-1-11,1,1,1,1,1,0,5.0,80,1.6052631578947367,5.0
3643,29527,2014-9-12,0,1,0,1,2,2,1.952036654483818,81,1.6372180451127818,1.952036654483818
3642,27404,2014-9-13,0,0,0,0,0,0,1.811448346487278,82,1.4078947368421053,1.8114704168653
3641,28723,2014-9-13,0,0,0,0,0,0,1.8987587619400739,82,1.4097744360902256,1.8988029026961173
3640,30145,2014-9-13,0,0,0,0,0,0,1.992955135335558,82,1.4097744360902256,1.992955135335558
3639,26143,2014-9-13,1,1,1,1,1,0,1.7279340360541688,82,1.4097744360902256,1.7279781768102123
7918,25671,2014-11-23,1,1,1,1,1,0,1.6967265215318605,83,1.2763157894736843,1.6967265215318608
1408,6587,2015-4-29,1,1,1,1,1,0,0.4331090982926355,84,1.1146616541353385,0.4331532390486784
1414,20370,2014-9-2,0,1,1,1,1,1,1.345719229478962,85,1.8590225563909772,1.345741299856984
301,9396,2015-5-1,1,1,1,1,1,0,0.6190961738792661,86,0.956766917293233,0.619140314635309
303,8426,2015-5-2,1,1,1,1,1,0,0.554871373836891,87,1.4078947368421053,0.554915514592934
305,11136,2015-4-28,1,1,1,1,1,0,0.7343035471511555,88,1.4172932330827068,0.7343476879071985
9248,10647,2015-5-4,1,1,1,1,1,0,0.7019483729717322,89,1.3984962406015036,0.7019704433497537
296,18883,2015-4-30,1,1,1,1,1,0,1.2472853435033633,90,1.4172932330827068,1.2472853435033635
9249,22205,2015-5-5,1,1,0,1,2,1,1.467194590108939,91,1.400375939849624,1.4672387308649824
1411,18785,2015-5-2,1,1,1,1,1,0,1.2407966523650615,92,1.4154135338345863,1.2407966523650618
12664,1117,2015-5-9,1,1,1,1,1,0,0.07097833571693414,93,1.3966165413533835,0.07097833571693415
12665,1012,2015-5-10,0,1,0,1,2,2,0.06402616664018218,94,1.4078947368421053,0.06402616664018221
9708,2537,2015-5-11,0,1,0,1,2,2,0.16495400533220325,95,1.4078947368421053,0.1649981460882462
4146,525,2015-5-4,1,1,1,1,1,0,0.0317592739728446,96,1.4229323308270678,0.03178134435086604
9809,569,2015-5-5,0,0,1,1,1,1,0.034650493493652554,97,1.4078947368421053,0.03469463424969543
4857,2233,2015-3-25,1,1,1,1,1,0,0.1448258205766548,98,1.4868421052631577,0.1448699613326977
4859,19516,2015-5-14,1,0,0,0,3,1,1.289196991366068,99,1.3157894736842104,1.2891969913660681
2648,16865,2015-5-15,0,0,0,0,0,0,1.1136271342055546,100,1.4078947368421053,1.1136712749615976
2510,15454,2015-5-15,1,0,0,0,3,1,1.0202473647968637,100,1.4097744360902256,1.0202473647968642
8784,17183,2015-5-15,1,0,0,0,3,1,1.1346822748380032,100,1.4097744360902256,1.1347264155940464
211,1503,2015-5-17,1,1,1,1,1,0,0.0965358334657556,101,1.406015037593985,0.0965358334657556
4844,3567,2015-5-17,0,0,0,0,0,0,0.23319561417447948,102,1.4097744360902256,0.23319561417447957
7875,1081,2014-11-17,0,0,0,0,0,0,0.0685947348906192,103,1.75,0.06859473489061921
2637,29591,2015-5-19,1,0,0,0,3,1,1.956274167063933,104,1.0657894736842106,1.9562741670639336
174,3693,2015-5-20,1,1,1,1,1,0,0.24151614668856047,105,1.4078947368421053,0.24153821706658193
158,5893,2015-5-20,1,1,1,1,1,0,0.3871806416300297,105,1.4097744360902256,0.3872027120080513
7910,7272,2015-5-22,0,0,0,0,0,0,0.47848579550470516,106,1.406015037593985,0.47850786588272687
307,6819,2015-5-17,1,1,0,1,2,1,0.44851422215159703,107,1.4191729323308273,0.44851422215159703
7869,13223,2015-5-23,0,0,0,0,0,0,0.8725303246994011,108,1.3984962406015036,0.8725303246994015
760,4455,2015-2-15,0,0,0,0,0,0,0.29199110122358174,109,1.5921052631578947,0.29199110122358174
1428,14157,2015-5-24,1,0,0,0,3,1,0.9343715239154613,109,1.2255639097744362,0.9343715239154616
758,16564,2015-5-24,1,1,1,1,1,0,1.0937417236082418,109,1.4097744360902256,1.0937417236082418
757,7594,2015-5-24,1,1,0,1,2,1,0.4998278510514328,109,1.4097744360902256,0.4998278510514328
1429,6318,2015-5-24,1,1,1,1,1,0,0.4153424439853806,109,1.4097744360902256,0.4153424439853806
759,15543,2015-5-24,0,0,0,0,0,0,1.0260960149725442,109,1.4097744360902256,1.0261401557285874
2536,50404,2015-5-21,1,1,1,1,1,0,3.3343044299662763,109,1.4154135338345863,3.334326500344298
146,38310,2015-5-23,1,1,1,1,1,0,2.5335249042145587,110,1.406015037593985,2.5335690449706023
2635,15166,2015-5-26,1,0,0,0,3,1,1.0011785581863444,111,1.4041353383458646,1.0011785581863446
2634,15713,2015-5-27,1,0,0,0,3,1,1.0373519077634759,112,1.4078947368421053,1.037396048519519
183,1432,2014-12-15,0,1,1,1,1,1,0.09183484294718999,113,1.7161654135338344,0.09183484294718999
181,2297,2014-12-16,0,0,1,1,1,1,0.1490854035347917,114,1.4078947368421053,0.14910747391281318
184,1005,2014-12-16,1,0,1,1,1,2,0.0635185479456892,114,1.4097744360902256,0.06356268870173208
182,1864,2014-12-16,0,1,1,1,1,1,0.12043805286296942,114,1.4097744360902256,0.12043805286296944
639,13036,2015-5-30,0,1,1,1,1,1,0.8601488426293762,115,1.099624060150376,0.8601488426293766
316,4030,2015-5-31,1,1,1,1,1,0,0.26385136924625235,116,1.4078947368421053,0.26385136924625247
315,3048,2015-6-1,0,0,1,1,1,1,0.19878789483906278,117,1.4078947368421053,0.19883203559510568
8832,13716,2015-6-2,0,1,1,1,1,1,0.905172413793103,118,1.4078947368421053,0.9051724137931034
327,5306,2015-6-3,0,0,0,0,0,0,0.34833677631230464,119,1.4078947368421053,0.3483367763123047
329,5438,2015-6-5,1,1,0,1,2,1,0.35707664600879274,120,1.406015037593985,0.35707664600879285
325,4250,2015-6-5,1,1,0,1,2,1,0.27839574836237785,121,1.4097744360902256,0.2784178187403994
326,6803,2015-6-6,0,0,0,0,0,0,0.44741070325052523,122,1.4078947368421053,0.44745484400656815
804,9203,2015-6-7,1,1,1,1,1,0,0.6063174250048554,123,1.4078947368421053,0.6063615657608983
330,9938,2015-6-7,1,0,0,0,3,1,0.654982608542119,123,1.4097744360902256,0.655026749298162
317,4836,2015-6-7,1,1,1,1,1,0,0.31717340254603876,123,1.4097744360902256,0.31721754330208174
319,3977,2015-6-7,1,1,1,1,1,0,0.2602980383848014,123,1.4097744360902256,0.26034217914084434
321,8106,2015-6-7,0,0,0,0,0,0,0.5336838109363136,123,1.4097744360902256,0.5337279516923567
7972,9588,2015-6-7,1,1,1,1,1,0,0.6318087116196125,123,1.4097744360902256,0.6318528523756555
323,5372,2015-6-7,1,1,1,1,1,0,0.3526625704045058,123,1.4097744360902256,0.35270671116054875
324,3329,2015-6-7,0,0,0,0,0,0,0.21741529388915365,123,1.4097744360902256,0.21743736426717514
322,5652,2015-6-7,1,1,1,1,1,0,0.37124582869855394,123,1.4097744360902256,0.37124582869855394
221,898,2015-6-5,0,0,1,1,1,1,0.056433956600808646,124,1.4135338345864663,0.056478097356851525
4129,9921,2015-6-9,0,0,0,0,0,0,0.6538790896410472,125,1.4022556390977445,0.6539011600190687
223,2927,2015-6-7,0,0,0,0,0,0,0.19079841799530334,126,1.4135338345864663,0.19082048837332485
225,5828,2015-6-11,0,1,1,1,1,1,0.38285484753782856,127,1.4022556390977445,0.38289898829387153
222,15112,2015-6-12,1,0,1,1,1,2,0.9975590161908292,128,1.4078947368421053,0.9976031569468722
175,16153,2015-6-12,1,1,0,1,2,1,1.0665289475078126,128,1.4097744360902256,1.066528947507813
173,4411,2015-6-12,1,1,1,1,1,0,0.2890557409467308,128,1.4097744360902256,0.28907781132475235
4733,5378,2015-6-12,1,1,1,1,1,0,0.35308190758691305,128,1.4097744360902256,0.35310397796493465
8363,2178,2015-6-12,0,0,1,1,1,1,0.1412062785811395,128,1.4097744360902256,0.14122834895916098
8755,2314,2015-5-22,0,1,0,1,2,2,0.15021099281388484,129,1.449248120300752,0.15023306319190635
8369,605,2014-10-12,1,1,1,1,1,0,0.03707823507601037,130,1.8270676691729324,0.03707823507601038
8368,879,2015-5-24,1,1,1,1,1,0,0.05517594505358687,131,0.9887218045112782,0.05522008580962975
1467,136,2014-11-1,1,1,1,1,1,0,0.0059810724438088166,132,1.7932330827067668,0.006025213199851687
162,3557,2015-6-17,1,1,1,1,1,0,0.23251143245581501,133,0.9812030075187971,0.23253350283383653
4032,15011,2015-6-18,1,0,1,1,1,2,0.990893762028356,134,1.4078947368421053,0.9909158324063774
9268,7830,2015-6-18,0,0,1,1,1,1,0.5154316083125869,134,1.4097744360902256,0.5154536786906085
9281,9055,2015-6-18,0,0,0,0,0,0,0.5965402475413598,134,1.4097744360902256,0.5965623179193813
9282,4358,2015-6-18,0,0,0,0,0,0,0.28552448046330126,134,1.4097744360902256,0.28556862121934423
210,363,2015-6-20,1,1,1,1,1,0,0.02101099987640588,135,1.406015037593985,0.021055140632448753
180,6046,2015-3-4,1,1,1,1,1,0,0.3973330155198898,136,1.612781954887218,0.3973330155198898
177,3449,2015-3-5,1,1,1,1,1,0,0.22538270035489155,137,1.4078947368421053,0.22538270035489166
179,4903,2015-3-5,1,1,1,1,1,0,0.32160954852834717,137,1.4097744360902256,0.3216536892843901
178,4664,2015-3-5,1,1,1,1,1,0,0.3058071578649998,137,1.4097744360902256,0.30582922824302133
2630,3062,2015-3-23,0,0,0,0,0,0,0.19975899147200582,137,1.3759398496240602,0.19975899147200593
2631,4508,2015-3-23,0,0,0,0,0,0,0.29545615057294694,137,1.4097744360902256,0.2955002913289899
4137,14980,2015-6-21,1,0,1,1,1,2,0.9888632872503837,137,1.2406015037593985,0.988863287250384
771,15744,2015-6-21,1,0,1,1,1,2,1.0394044529194693,137,1.4097744360902256,1.0394485936755125
770,15926,2015-6-21,1,0,1,1,1,2,1.0514990200752155,137,1.4097744360902256,1.051499020075216
772,16339,2015-6-21,1,0,1,1,1,2,1.0788442184437732,137,1.4097744360902256,1.0788442184437734
2577,9195,2015-6-23,1,0,1,1,1,2,0.6058318766883837,138,1.406015037593985,0.6058318766883839
797,5674,2015-4-11,1,1,1,1,1,0,0.37265833289192574,139,1.5469924812030076,0.37270247364796866
8814,19253,2015-3-29,1,1,1,1,1,0,1.2717393223511129,140,1.4342105263157894,1.2717834631071563
796,6348,2015-4-14,1,1,1,1,1,0,0.4173287780073097,141,1.3796992481203008,0.4173287780073097
644,16158,2015-3-31,1,0,0,0,3,1,1.0668158624220911,142,1.4360902255639096,1.0668600031781343
199,22875,2015-4-29,1,1,1,1,1,0,1.5116001906880658,143,1.355263157894737,1.511600190688066
2628,15530,2015-6-28,1,0,1,1,1,2,1.0252794109857508,144,1.2969924812030076,1.0252794109857513
2629,16284,2015-6-28,1,0,0,0,3,1,1.0752026060702362,144,1.4097744360902256,1.0752026060702367
9800,4000,2015-6-28,0,0,0,0,0,0,0.2618650352243232,144,1.4097744360902256,0.26186503522432336
1333,769,2014-8-17,0,1,0,1,2,2,0.0478927203065134,145,2.0018796992481205,0.04793686106255628
8869,350,2015-7-1,1,0,0,0,3,1,0.02015025513356992,146,0.81203007518797,0.020194395889612797
395,2835,2015-7-1,0,0,0,0,0,0,0.18472906403940878,147,1.4097744360902256,0.1847290640394089
8782,12681,2015-7-2,1,1,1,1,1,0,0.8365997492805055,148,1.4078947368421053,0.8366438900365486
331,826,2015-4-16,0,0,0,0,0,0,0.051688825326200186,149,1.5545112781954886,0.05171089570422162
4779,15296,2015-7-4,1,0,1,1,1,2,1.0097860056147039,150,1.2612781954887218,1.009786005614704
342,996,2014-6-4,0,0,0,0,0,0,0.06294471811713191,151,2.1522556390977443,0.06296678849515334
809,924,2014-6-4,1,1,1,1,1,0,0.05815544608648056,151,1.4097744360902256,0.05819958684252344
337,961,2014-6-4,1,0,1,1,1,2,0.06064939880290268,151,1.4097744360902256,0.060649398802902696
807,377,2014-6-5,1,0,1,1,1,2,0.02193795575330614,152,1.4078947368421053,0.02198209650934901
8862,16305,2015-7-7,1,0,0,0,3,1,1.076548899129544,153,0.6635338345864662,1.0765930398855872
362,6095,2015-7-9,1,1,1,1,1,0,0.40057736108904074,154,1.406015037593985,0.40057736108904074
363,5543,2015-7-10,1,1,1,1,1,0,0.3640067447075232,155,1.4078947368421053,0.3640288150855448
8762,9748,2015-4-24,1,1,1,1,1,0,0.6424245634479226,156,1.5545112781954886,0.6424466338259442
8816,16950,2015-7-11,1,0,1,1,1,2,1.1192771509790416,157,1.263157894736842,1.1192992213570634
12637,399,2015-7-13,0,0,0,0,0,0,0.02341667108074226,158,1.406015037593985,0.023438741458763707
208,993,2015-7-14,0,0,0,0,0,0,0.06274608471493899,159,1.4078947368421053,0.06276815509296044
1478,331,2015-7-15,1,1,1,1,1,0,0.018936384342391012,160,1.4078947368421053,0.01893638434239102
9753,699,2015-7-16,0,0,0,0,0,0,0.04328001130003355,161,1.4078947368421053,0.04330208167805498
9293,342,2015-7-9,0,0,1,1,1,1,0.01966470681709836,162,1.4229323308270678,0.019664706817098362
7899,545,2015-7-18,1,1,1,1,1,0,0.03306142627610925,163,1.3928571428571428,0.03310556703215213
2623,490,2015-7-19,1,1,1,1,1,0,0.029441884280593945,164,1.4078947368421053,0.029463954658615392
9714,513,2015-7-19,1,1,1,1,1,0,0.030964740364072953,164,1.4097744360902256,0.030986810742094393
2615,540,2015-7-19,1,1,1,1,1,0,0.03273037060578773,164,1.4097744360902256,0.032774511361830606
9238,515,2015-6-21,1,1,1,1,1,0,0.031119233010222992,164,1.462406015037594,0.031119233010223
9699,1084,2015-7-19,1,1,0,1,2,1,0.06877129791479067,164,1.357142857142857,0.06879336829281212
